DataTime,相机号,旋转中心X坐标,旋转中心Y坐标,CheckerBoardRMS,NportToNportRMS
09:31:49,0,,,,
09:33:08,0,,,,
09:37:51,0,,,,1.030
09:41:23,0,,,,1.030
10:10:38,0,,,,1.030
10:40:45,0,,,,1.030
10:42:37,0,,,,1.030
11:19:52,0,,,,1.030
