DataTime,相机号,旋转中心X坐标,旋转中心Y坐标,CheckerBoardRMS,NportToNportRMS
09:34:52,2,2.44999733710138,2.09317556677389,,0.005
09:41:01,2,2.44999733710138,2.09317556677389,,0.005
09:50:38,1,-0.394478910387328,-0.627926821981283,,0.004
