DataTime,相机号,旋转中心X坐标,旋转中心Y坐标,CheckerBoardRMS,NportToNportRMS
09:19:29,1,11.8392399113222,72.6017634695874,,0.005
13:56:18,1,12.125962464102,71.7711662112781,,17.423
13:58:12,1,11.8392399113222,72.6017634695874,,0.005
14:02:24,1,12.125962464102,71.7711662112781,,0.006
14:14:32,1,11.8392399113222,72.6017634695874,,0.005
14:19:23,1,11.8392399113222,72.6017634695874,,0.005
14:34:44,1,12.125962464102,71.7711662112781,,0.006
14:35:19,1,11.8392399113222,72.6017634695874,,0.005
14:35:54,1,12.125962464102,71.7711662112781,,0.006
