DataTime,相机号,旋转中心X坐标,旋转中心Y坐标,CheckerBoardRMS,NportToNportRMS
09:38:36,0,55.5130250068666,-2.82214481348428,,0.042
09:41:48,0,53.0617988199518,-2.92199877646195,,0.039
11:02:38,1,-2.75852068390322,-51.2722401735919,,0.025
