DataTime,相机号,旋转中心X坐标,旋转中心Y坐标,CheckerBoardRMS,NportToNportRMS
15:05:16,0,,,,0.007
15:08:10,2,4.18228290775592,1.00897604986794,,0.029
15:08:43,2,4.18228290775592,1.00897604986794,,0.029
15:10:57,2,4.17082045200853,1.01169889652064,,0.026
